Date,Region, Median.Sales.Price ,Homes.Sold,New.Listings,Inventory,Days.on.Market,Average.Sale.To.List,Unrate,T10Y,M30Y, UMCSENT , Sold.Inventory.Ratio ,Market.Type
21-Jul,"Philadelphia, PA metro area",275000,2741,3245,6093,26,100.2,5.4,1.1,2.87,81.2,44.99,Seller
21-Aug,"Philadelphia, PA metro area",270000,2560,2995,6088,28,99.7,5.1,1.07,2.84,70.3,42.05,Seller
21-Sep,"Philadelphia, PA metro area",260000,2415,3071,6414,33,99.1,4.7,1.13,2.9,72.8,37.65,Seller
21-Oct,"Philadelphia, PA metro area",260000,2294,2929,6334,37,98.6,4.5,1.19,3.07,71.7,36.22,Seller
21-Nov,"Philadelphia, PA metro area",265000,2386,2359,5811,37,98.7,4.1,1.05,3.07,67.4,41.06,Seller
21-Dec,"Philadelphia, PA metro area",256000,2509,1668,4892,40,98.6,3.9,0.79,3.1,70.6,51.29,Seller
22-Jan,"Philadelphia, PA metro area",250000,2055,2085,4568,46,98.2,4,0.78,3.45,67.2,44.99,Seller
22-Feb,"Philadelphia, PA metro area",250000,1806,2540,4637,49,98.2,3.8,0.5,3.76,62.8,38.95,Seller
22-Mar,"Philadelphia, PA metro area",265000,2462,3355,4943,35,99,3.6,0.22,4.17,59.4,49.81,Seller
22-Apr,"Philadelphia, PA metro area",275000,2363,3381,5430,29,99.7,3.7,0.21,4.98,65.2,43.52,Seller
22-May,"Philadelphia, PA metro area",288000,2536,3174,5685,26,100.3,3.6,0.28,5.23,58.4,44.61,Seller
22-Jun,"Philadelphia, PA metro area",297000,2757,3415,6257,27,100.2,3.6,0.15,5.52,50,44.06,Seller
22-Jul,"Philadelphia, PA metro area",280000,2201,2756,6489,30,99.7,3.5,-0.14,5.41,51.5,33.92,Seller
22-Aug,"Philadelphia, PA metro area",275000,2215,2551,6417,32,98.8,3.6,-0.35,5.22,58.2,34.52,Seller
22-Sep,"Philadelphia, PA metro area",259000,1958,2610,6580,40,97.9,3.5,-0.34,6.11,58.6,29.76,Seller
22-Oct,"Philadelphia, PA metro area",256000,1745,2364,6563,38,97.7,3.6,-0.39,6.9,59.9,26.59,Seller
22-Nov,"Philadelphia, PA metro area",260000,1597,1808,6170,39,97.5,3.6,-0.61,6.81,56.7,25.88,Seller
22-Dec,"Philadelphia, PA metro area",258000,1517,1335,5434,46,97.1,3.5,-0.67,6.36,59.8,27.92,Seller
23-Jan,"Philadelphia, PA metro area",240000,1264,1876,5358,53,96.2,3.4,-0.68,6.27,64.9,23.59,Seller
23-Feb,"Philadelphia, PA metro area",235000,1285,1906,5335,59,96.5,3.6,-0.79,6.26,66.9,24.09,Seller
23-Mar,"Philadelphia, PA metro area",260000,1772,2652,5478,46,97.4,3.5,-0.64,6.54,62,32.35,Seller
23-Apr,"Philadelphia, PA metro area",263000,1723,2547,5679,41,98,3.4,-0.56,6.34,63.7,30.34,Seller
23-May,"Philadelphia, PA metro area",275000,2123,2530,5634,36,98.7,3.7,-0.56,6.43,59,37.68,Seller
23-Jun,"Philadelphia, PA metro area",285000,2149,2418,5524,35,99.1,3.6,-0.89,6.71,64.2,38.9,Seller
23-Jul,"Philadelphia, PA metro area",282000,1758,2262,5511,36,98.8,3.5,-0.93,6.84,71.5,31.9,Seller
23-Aug,"Philadelphia, PA metro area",275000,1863,2283,5501,39,98.7,3.8,-0.73,7.07,69.4,33.87,Seller
23-Sep,"Philadelphia, PA metro area",270000,1638,2458,5917,36,98,3.8,-0.64,7.2,67.8,27.68,Seller
23-Oct,"Philadelphia, PA metro area",265000,1593,2279,5988,37,98.3,3.8,-0.27,7.62,63.8,26.6,Seller
23-Nov,"Philadelphia, PA metro area",235000,1693,1875,5791,41,96.9,3.7,-0.38,7.44,61.3,29.24,Seller
23-Dec,"Philadelphia, PA metro area",250000,1571,1308,5092,45,97.4,3.7,-0.44,6.82,69.7,30.85,Seller
24-Jan,"Philadelphia, PA metro area",260000,1238,1768,4998,52,97.4,3.7,-0.26,6.64,79,24.77,Seller
24-Feb,"Philadelphia, PA metro area",252000,1274,2170,5165,54,97.1,3.9,-0.34,6.78,76.9,24.67,Seller
24-Mar,"Philadelphia, PA metro area",270000,1644,2432,5268,43,98.1,3.8,-0.38,6.82,79.4,31.21,Seller
24-Apr,"Philadelphia, PA metro area",275000,1822,2732,5529,37,98.6,3.9,-0.33,6.99,77.2,32.95,Seller
24-May,"Philadelphia, PA metro area",285000,2025,2665,5496,36,99.1,4,-0.37,7.06,69.1,36.84,Seller
12-Jan,"Seattle, WA metro area",254000,1909,2829,10142,68,97.4,8.3,1.73,3.92,75,18.82,Equilibrium
12-Feb,"Seattle, WA metro area",260000,2285,3485,9751,75,97.7,8.3,1.69,3.89,75.3,23.43,Seller
12-Mar,"Seattle, WA metro area",273000,2960,4141,9343,69,98,8.2,1.83,3.95,76.2,31.68,Seller
12-Apr,"Seattle, WA metro area",290000,3150,4290,9250,47,98.4,8.2,1.76,3.91,76.4,34.05,Seller
12-May,"Seattle, WA metro area",299000,3567,4487,9220,35,99,8.2,1.52,3.8,79.3,38.69,Seller
12-Jun,"Seattle, WA metro area",310000,3731,4211,9137,31,99,8.2,1.33,3.68,73.2,40.83,Seller
12-Jul,"Seattle, WA metro area",310000,3599,3919,8971,28,99.2,8.2,1.28,3.55,72.3,40.12,Seller
12-Aug,"Seattle, WA metro area",312000,3776,3975,8949,30,99,8.1,1.41,3.6,74.3,42.19,Seller
12-Sep,"Seattle, WA metro area",313000,3096,3680,8755,28,99.1,7.8,1.47,3.5,78.3,35.36,Seller
12-Oct,"Seattle, WA metro area",310000,3362,3242,7760,32,99.3,7.8,1.47,3.38,82.6,43.32,Seller
12-Nov,"Seattle, WA metro area",320000,3130,2489,6871,31,99,7.7,1.39,3.35,82.7,45.55,Seller
12-Dec,"Seattle, WA metro area",310000,3098,1790,6103,37,99,7.9,1.46,3.35,72.9,50.76,Seller
13-Jan,"Seattle, WA metro area",290000,2285,3262,5929,40,99.2,8,1.65,3.41,73.8,38.54,Seller
13-Feb,"Seattle, WA metro area",309000,2443,3708,6021,39,99.5,7.7,1.72,3.53,77.6,40.57,Seller
13-Mar,"Seattle, WA metro area",323000,3363,4432,5923,23,100,7.5,1.7,3.57,78.6,56.78,Seller
13-Apr,"Seattle, WA metro area",329000,3800,4883,6338,15,100.5,7.6,1.53,3.45,76.4,59.96,Seller
13-May,"Seattle, WA metro area",349000,4320,5643,7288,11,100.9,7.5,1.68,3.54,84.5,59.28,Seller
13-Jun,"Seattle, WA metro area",350000,4149,5320,8002,12,100.9,7.5,1.97,4.07,84.1,51.85,Seller
13-Jul,"Seattle, WA metro area",363000,4505,5238,8728,12,100.8,7.3,2.24,4.37,85.1,51.62,Seller
13-Aug,"Seattle, WA metro area",355000,4354,4880,9229,14,100.3,7.2,2.38,4.46,82.1,47.18,Seller
13-Sep,"Seattle, WA metro area",355000,3681,4246,9256,17,100.1,7.2,2.41,4.49,77.5,39.77,Seller
13-Oct,"Seattle, WA metro area",350000,3808,3784,8670,21,99.7,7.2,2.28,4.19,73.2,43.92,Seller
13-Nov,"Seattle, WA metro area",344000,3000,2562,7632,26,99.4,6.9,2.41,4.26,75.1,39.31,Seller
13-Dec,"Seattle, WA metro area",350000,3133,1793,6695,34,99.2,6.7,2.56,4.46,82.5,46.8,Seller
14-Jan,"Seattle, WA metro area",330000,2192,3191,6519,44,99,6.6,2.46,4.43,81.2,33.62,Seller
14-Feb,"Seattle, WA metro area",349000,2467,3437,6526,39,99.6,6.7,2.38,4.3,81.6,37.8,Seller
14-Mar,"Seattle, WA metro area",343000,3259,4381,6519,22,99.9,6.7,2.32,4.34,80,49.99,Seller
14-Apr,"Seattle, WA metro area",355000,3744,5022,6775,15,100.4,6.2,2.29,4.34,84.1,55.26,Seller
14-May,"Seattle, WA metro area",365000,3999,5965,7347,13,100.4,6.3,2.17,4.19,81.9,54.43,Seller
14-Jun,"Seattle, WA metro area",385000,4388,5325,8132,12,100.4,6.1,2.15,4.16,82.5,53.96,Seller
14-Jul,"Seattle, WA metro area",379000,4401,5307,9307,13,100,6.2,2.04,4.13,81.8,47.29,Seller
14-Aug,"Seattle, WA metro area",371000,4101,4560,9328,17,99.7,6.1,1.95,4.12,82.5,43.96,Seller
14-Sep,"Seattle, WA metro area",380000,3794,4246,9120,21,99.4,5.9,1.97,4.16,84.6,41.6,Seller
14-Oct,"Seattle, WA metro area",369000,4007,3824,8398,27,99.3,5.7,1.86,4.04,86.9,47.71,Seller
14-Nov,"Seattle, WA metro area",375000,3102,2406,7161,31,99,5.8,1.8,4,88.8,43.32,Seller
14-Dec,"Seattle, WA metro area",367000,3427,1797,6009,37,99.2,5.6,1.57,3.86,93.6,57.03,Seller
15-Jan,"Seattle, WA metro area",361000,2287,3228,5755,42,99.1,5.7,1.33,3.67,98.1,39.74,Seller
15-Feb,"Seattle, WA metro area",358000,2619,3927,5796,39,99.7,5.5,1.36,3.71,95.4,45.19,Seller
15-Mar,"Seattle, WA metro area",385000,3848,5130,5835,16,100.5,5.4,1.4,3.77,93,65.95,Seller
15-Apr,"Seattle, WA metro area",400000,4396,5726,6201,10,101,5.4,1.4,3.67,95.9,70.89,Seller
15-May,"Seattle, WA metro area",398000,4616,5838,6677,9,101.3,5.6,1.59,3.84,90.7,69.13,Seller
15-Jun,"Seattle, WA metro area",415000,5190,5679,6927,10,101.4,5.3,1.68,3.98,96.1,74.92,Seller
15-Jul,"Seattle, WA metro area",410000,5211,5334,7110,11,101.2,5.2,1.66,4.05,93.1,73.29,Seller
15-Aug,"Seattle, WA metro area",413000,4705,4813,7128,14,100.8,5.1,1.47,3.91,91.9,66.01,Seller
15-Sep,"Seattle, WA metro area",400000,4380,4362,6831,13,100.5,5,1.46,3.89,87.2,64.12,Seller
15-Oct,"Seattle, WA metro area",405000,4080,3871,6163,15,100.4,5,1.43,3.8,90,66.2,Seller
15-Nov,"Seattle, WA metro area",405000,3163,2425,4837,17,100.3,5.1,1.38,3.94,91.3,65.39,Seller
15-Dec,"Seattle, WA metro area",400000,3852,1865,3899,23,100,5,1.26,3.96,92.6,98.79,Seller
16-Jan,"Seattle, WA metro area",409000,2358,3242,3936,23,100.2,4.8,1.19,3.87,92,59.91,Seller
16-Feb,"Seattle, WA metro area",405000,2782,3902,3962,13,101.2,4.9,1.05,3.66,91.7,70.22,Seller
16-Mar,"Seattle, WA metro area",423000,3994,5327,4284,8,102.2,5,1.01,3.69,91,93.23,Seller
16-Apr,"Seattle, WA metro area",430000,4213,5946,4995,8,102.7,5.1,1.04,3.61,89,84.34,Seller
16-May,"Seattle, WA metro area",440000,4839,6055,5181,7,103.1,4.8,0.99,3.6,94.7,93.4,Seller
16-Jun,"Seattle, WA metro area",463000,5596,6417,5993,8,102.6,4.9,0.91,3.57,93.5,93.38,Seller
16-Jul,"Seattle, WA metro area",450000,5188,5923,6574,8,102,4.8,0.83,3.44,90,78.92,Seller
16-Aug,"Seattle, WA metro area",450000,5353,5445,6547,10,101.4,4.9,0.82,3.44,89.8,81.76,Seller
16-Sep,"Seattle, WA metro area",450000,4862,5268,6810,11,100.9,5,0.86,3.46,91.2,71.4,Seller
16-Oct,"Seattle, WA metro area",442000,4515,3608,5633,13,100.9,4.9,0.92,3.47,87.2,80.15,Seller
16-Nov,"Seattle, WA metro area",455000,4156,2711,4447,15,100.5,4.7,1.16,3.77,93.8,93.46,Seller
16-Dec,"Seattle, WA metro area",460000,3885,1842,3266,19,100.6,4.7,1.3,4.2,98.2,118.95,Seller
17-Jan,"Seattle, WA metro area",445000,2908,3090,3010,25,100.6,4.7,1.23,4.15,98.5,96.61,Seller
17-Feb,"Seattle, WA metro area",460000,2865,3384,2822,12,102.1,4.6,1.22,4.17,96.3,101.52,Seller
17-Mar,"Seattle, WA metro area",485000,4066,5136,3257,8,103.3,4.4,1.17,4.2,96.9,124.84,Seller
17-Apr,"Seattle, WA metro area",500000,3852,5031,3526,7,104.3,4.4,1.06,4.05,97,109.25,Seller
17-May,"Seattle, WA metro area",510000,5086,6351,4127,7,104.7,4.4,1,4.01,97.1,123.24,Seller
17-Jun,"Seattle, WA metro area",525000,5576,6547,4910,7,104.4,4.3,0.84,3.9,95,113.56,Seller
17-Jul,"Seattle, WA metro area",530000,4976,5714,5412,8,103.4,4.3,0.95,3.97,93.4,91.94,Seller
17-Aug,"Seattle, WA metro area",520000,5431,5464,5371,8,102.5,4.4,0.87,3.88,96.8,101.12,Seller
17-Sep,"Seattle, WA metro area",510000,4764,5023,5635,10,101.8,4.3,0.82,3.81,95.1,84.54,Seller
17-Oct,"Seattle, WA metro area",512000,4642,4077,4697,10,101.6,4.2,0.81,3.9,100.7,98.83,Seller
17-Nov,"Seattle, WA metro area",525000,4151,2850,3486,12,101.2,4.2,0.66,3.92,98.5,119.08,Seller
17-Dec,"Seattle, WA metro area",530000,3900,1666,2394,15,101,4.1,0.56,3.95,95.9,162.91,Seller
18-Jan,"Seattle, WA metro area",513000,2530,3162,2371,16,101.3,4,0.55,4.03,95.7,106.71,Seller
18-Feb,"Seattle, WA metro area",530000,2893,3532,2483,8,103.5,4.1,0.68,4.33,99.7,116.51,Seller
18-Mar,"Seattle, WA metro area",560000,3824,5257,3050,7,103.9,4,0.57,4.44,101.4,125.38,Seller
18-Apr,"Seattle, WA metro area",580000,4232,5449,3826,7,104.5,4,0.48,4.47,98.8,110.61,Seller
18-May,"Seattle, WA metro area",585000,4865,6996,5226,7,104.1,3.8,0.47,4.59,98,93.09,Seller
18-Jun,"Seattle, WA metro area",583000,5099,6401,6459,7,102.7,4,0.38,4.57,98.2,78.94,Seller
18-Jul,"Seattle, WA metro area",575000,4789,5585,7285,9,101.3,3.8,0.28,4.53,97.9,65.74,Seller
18-Aug,"Seattle, WA metro area",550000,4526,5317,8149,12,100.3,3.8,0.25,4.55,96.2,55.54,Seller
18-Sep,"Seattle, WA metro area",545000,3522,5094,9001,17,99.6,3.7,0.24,4.63,100.1,39.13,Seller
18-Oct,"Seattle, WA metro area",550000,3829,3976,8355,21,99.2,3.8,0.29,4.83,98.6,45.83,Seller
18-Nov,"Seattle, WA metro area",550000,3385,2664,7055,28,98.8,3.8,0.26,4.87,97.5,47.98,Seller
18-Dec,"Seattle, WA metro area",539000,3128,1328,5371,40,98.6,3.9,0.16,4.64,98.3,58.24,Seller
19-Jan,"Seattle, WA metro area",520000,2326,3224,5134,48,98.4,4,0.17,4.46,91.2,45.31,Seller
19-Feb,"Seattle, WA metro area",545000,2846,3051,5130,39,99.1,3.8,0.17,4.37,93.8,55.48,Seller
19-Mar,"Seattle, WA metro area",560000,3321,5342,5703,19,99.8,3.8,0.16,4.27,98.4,58.23,Seller
19-Apr,"Seattle, WA metro area",570000,4180,5674,6182,10,100.4,3.7,0.19,4.14,97.2,67.62,Seller
19-May,"Seattle, WA metro area",590000,4893,7033,7732,9,100.4,3.6,0.19,4.07,100,63.28,Seller
19-Jun,"Seattle, WA metro area",580000,4797,5542,7950,11,100.3,3.6,0.26,3.8,98.2,60.34,Seller
19-Jul,"Seattle, WA metro area",560000,4800,4881,7709,14,99.9,3.7,0.22,3.77,98.4,62.26,Seller
19-Aug,"Seattle, WA metro area",560000,4600,4440,7428,18,99.6,3.6,0.06,3.62,89.8,61.93,Seller
19-Sep,"Seattle, WA metro area",540000,3836,4477,7368,21,99.5,3.5,0.05,3.61,93.2,52.06,Seller
19-Oct,"Seattle, WA metro area",560000,4101,3777,6450,19,99.5,3.6,0.16,3.69,95.5,63.58,Seller
19-Nov,"Seattle, WA metro area",555000,3584,2351,4792,24,99.4,3.6,0.2,3.7,96.8,74.79,Seller
19-Dec,"Seattle, WA metro area",570000,3732,1598,3421,32,99.3,3.6,0.25,3.72,99.3,109.09,Seller
20-Jan,"Seattle, WA metro area",550000,2495,3201,3216,38,99.4,3.6,0.24,3.62,99.8,77.58,Seller
20-Feb,"Seattle, WA metro area",575000,2989,4009,3357,16,100.6,3.5,0.17,3.47,101,89.04,Seller
20-Mar,"Seattle, WA metro area",594000,3798,5171,4396,7,101.8,4.4,0.42,3.45,89.1,86.4,Seller
20-Apr,"Seattle, WA metro area",600000,3039,3717,4811,6,101.4,14.8,0.43,3.31,71.8,63.17,Seller
20-May,"Seattle, WA metro area",585000,3040,4748,4880,10,100.4,13.2,0.5,3.23,72.3,62.3,Seller
20-Jun,"Seattle, WA metro area",615000,4417,5287,4762,9,100.8,11,0.54,3.16,78.1,92.76,Seller
20-Jul,"Seattle, WA metro area",622000,5045,6069,5105,8,101.2,10.2,0.48,3.02,72.5,98.82,Seller
20-Aug,"Seattle, WA metro area",630000,5018,5994,5129,7,101.4,8.4,0.51,2.94,74.1,97.84,Seller
20-Sep,"Seattle, WA metro area",640000,5340,5703,4919,7,101.6,7.8,0.54,2.89,80.4,108.56,Seller
20-Oct,"Seattle, WA metro area",635000,5607,5213,4664,7,101.7,6.8,0.64,2.83,81.8,120.22,Seller
20-Nov,"Seattle, WA metro area",630000,4495,3020,3397,7,101.7,6.7,0.7,2.77,76.9,132.32,Seller
20-Dec,"Seattle, WA metro area",622000,4468,2515,2434,9,101.6,6.7,0.8,2.68,80.7,183.57,Seller
21-Jan,"Seattle, WA metro area",625000,2910,3414,2296,10,101.8,6.4,0.95,2.74,79,126.74,Seller
21-Feb,"Seattle, WA metro area",656000,3162,3814,2240,6,104.2,6.2,1.14,2.81,76.8,141.16,Seller
21-Mar,"Seattle, WA metro area",700000,4483,5547,2220,6,106.4,6.1,1.46,3.08,84.9,201.94,Seller
21-Apr,"Seattle, WA metro area",720000,5022,6250,2951,5,107.5,6.1,1.47,3.06,88.3,170.18,Seller
21-May,"Seattle, WA metro area",740000,5227,5839,2697,5,107.6,5.8,1.47,2.96,82.9,193.81,Seller
21-Jun,"Seattle, WA metro area",744000,6089,6519,3109,6,107.1,5.9,1.32,2.98,85.5,195.85,Seller
21-Jul,"Seattle, WA metro area",750000,5701,6047,3780,6,105.8,5.4,1.1,2.87,81.2,150.82,Seller
21-Aug,"Seattle, WA metro area",730000,5437,5319,3332,6,104.5,5.1,1.07,2.84,70.3,163.18,Seller
21-Sep,"Seattle, WA metro area",715000,5341,5409,3384,7,103.7,4.7,1.13,2.9,72.8,157.83,Seller
21-Oct,"Seattle, WA metro area",727000,4962,4212,2606,7,103.8,4.5,1.19,3.07,71.7,190.41,Seller
21-Nov,"Seattle, WA metro area",720000,4554,2895,1580,6,104.1,4.1,1.05,3.07,67.4,288.23,Seller
21-Dec,"Seattle, WA metro area",733000,3845,2005,1052,7,104.3,3.9,0.79,3.1,70.6,365.49,Seller
22-Jan,"Seattle, WA metro area",720000,2279,2835,1114,6,105,4,0.78,3.45,67.2,204.58,Seller
22-Feb,"Seattle, WA metro area",751000,2715,3959,1440,5,108.6,3.8,0.5,3.76,62.8,188.54,Seller
22-Mar,"Seattle, WA metro area",825000,4444,5716,2144,5,110.7,3.6,0.22,4.17,59.4,207.28,Seller
22-Apr,"Seattle, WA metro area",851000,4549,5717,3139,5,109.8,3.7,0.21,4.98,65.2,144.92,Seller
22-May,"Seattle, WA metro area",853000,4842,6038,4064,5,107,3.6,0.28,5.23,58.4,119.14,Seller
22-Jun,"Seattle, WA metro area",825000,4588,6264,6010,6,102.9,3.6,0.15,5.52,50,76.34,Seller
22-Jul,"Seattle, WA metro area",798000,3573,4998,6663,9,100.2,3.5,-0.14,5.41,51.5,53.62,Seller
22-Aug,"Seattle, WA metro area",780000,3795,3993,6092,15,98.9,3.6,-0.35,5.22,58.2,62.29,Seller
22-Sep,"Seattle, WA metro area",765000,3625,4030,6286,21,98.7,3.5,-0.34,6.11,58.6,57.67,Seller
22-Oct,"Seattle, WA metro area",768000,2977,2842,5703,21,98.5,3.6,-0.39,6.9,59.9,52.2,Seller
22-Nov,"Seattle, WA metro area",738000,2500,1895,4672,25,98,3.6,-0.61,6.81,56.7,53.51,Seller
22-Dec,"Seattle, WA metro area",710000,2154,1058,3477,32,97.8,3.5,-0.67,6.36,59.8,61.95,Seller
23-Jan,"Seattle, WA metro area",720000,1550,2051,2963,43,98,3.4,-0.68,6.27,64.9,52.31,Seller
23-Feb,"Seattle, WA metro area",710000,2196,2334,2609,33,99.2,3.6,-0.79,6.26,66.9,84.17,Seller
23-Mar,"Seattle, WA metro area",740000,2874,3636,3117,13,100.1,3.5,-0.64,6.54,62,92.2,Seller
23-Apr,"Seattle, WA metro area",775000,2715,3275,3170,7,101,3.4,-0.56,6.34,63.7,85.65,Seller
23-May,"Seattle, WA metro area",800000,3209,3867,3356,6,101.4,3.7,-0.56,6.43,59,95.62,Seller
23-Jun,"Seattle, WA metro area",800000,3375,3983,3746,7,101.2,3.6,-0.89,6.71,64.2,90.1,Seller
23-Jul,"Seattle, WA metro area",780000,2982,3469,3886,8,100.8,3.5,-0.93,6.84,71.5,76.74,Seller
23-Aug,"Seattle, WA metro area",788000,3151,3358,4023,8,100.5,3.8,-0.73,7.07,69.4,78.32,Seller
23-Sep,"Seattle, WA metro area",770000,2728,3409,4440,12,100,3.8,-0.64,7.2,67.8,61.44,Seller
23-Oct,"Seattle, WA metro area",770000,2601,2574,4158,12,100,3.8,-0.27,7.62,63.8,62.55,Seller
23-Nov,"Seattle, WA metro area",775000,2200,1797,3491,17,99.5,3.7,-0.38,7.44,61.3,63.02,Seller
23-Dec,"Seattle, WA metro area",750000,1937,1034,2418,28,99,3.7,-0.44,6.82,69.7,80.11,Seller
24-Jan,"Seattle, WA metro area",745000,1681,2263,2243,36,99.4,3.7,-0.26,6.64,79,74.94,Seller
24-Feb,"Seattle, WA metro area",798000,2236,3165,2607,11,101.2,3.9,-0.34,6.78,76.9,85.77,Seller
24-Mar,"Seattle, WA metro area",830000,2760,3722,2823,6,102,3.8,-0.38,6.82,79.4,97.77,Seller
24-Apr,"Seattle, WA metro area",850000,3181,4229,3304,6,102.6,3.9,-0.33,6.99,77.2,96.28,Seller
24-May,"Seattle, WA metro area",860000,3526,5072,4439,6,102.3,4,-0.37,7.06,69.1,79.43,Seller
12-Jan,"Washington, DC metro area",278000,3264,5214,14653,68,97.5,8.3,1.73,3.92,75,22.28,Seller
12-Feb,"Washington, DC metro area",276000,3675,5995,14718,64,97.7,8.3,1.69,3.89,75.3,24.97,Seller
12-Mar,"Washington, DC metro area",306000,4525,8248,15593,50,98,8.2,1.83,3.95,76.2,29.02,Seller
12-Apr,"Washington, DC metro area",323000,4986,7607,15927,32,98.3,8.2,1.76,3.91,76.4,31.31,Seller
12-May,"Washington, DC metro area",337000,5861,7311,15918,26,98.7,8.2,1.52,3.8,79.3,36.82,Seller
12-Jun,"Washington, DC metro area",350000,6232,6691,15866,27,98.6,8.2,1.33,3.68,73.2,39.28,Seller
12-Jul,"Washington, DC metro area",340000,5570,5846,15243,32,98.5,8.2,1.28,3.55,72.3,36.54,Seller
12-Aug,"Washington, DC metro area",335000,5610,5913,14645,35,98.3,8.1,1.41,3.6,74.3,38.31,Seller
12-Sep,"Washington, DC metro area",320000,4543,6002,14836,38,98.4,7.8,1.47,3.5,78.3,30.62,Seller
12-Oct,"Washington, DC metro area",320000,4526,5399,13833,34,98.3,7.8,1.47,3.38,82.6,32.72,Seller
12-Nov,"Washington, DC metro area",330000,4897,4217,12664,33,98.5,7.7,1.39,3.35,82.7,38.67,Seller
12-Dec,"Washington, DC metro area",325000,4557,3245,11362,42,98.4,7.9,1.46,3.35,72.9,40.11,Seller
13-Jan,"Washington, DC metro area",300000,3648,5036,10730,48,98.2,8,1.65,3.41,73.8,34,Seller
13-Feb,"Washington, DC metro area",315000,3780,5827,10939,43,98.6,7.7,1.72,3.53,77.6,34.56,Seller
13-Mar,"Washington, DC metro area",336000,4954,7338,11334,28,98.9,7.5,1.7,3.57,78.6,43.71,Seller
13-Apr,"Washington, DC metro area",352000,5506,8874,12345,18,99.2,7.6,1.53,3.45,76.4,44.6,Seller
13-May,"Washington, DC metro area",370000,6704,9031,13594,14,99.4,7.5,1.68,3.54,84.5,49.32,Seller
13-Jun,"Washington, DC metro area",388000,6940,7583,14012,15,99.6,7.5,1.97,4.07,84.1,49.53,Seller
13-Jul,"Washington, DC metro area",370000,6543,7211,14216,20,99.3,7.3,2.24,4.37,85.1,46.03,Seller
13-Aug,"Washington, DC metro area",365000,6303,6825,14520,22,99.2,7.2,2.38,4.46,82.1,43.41,Seller
13-Sep,"Washington, DC metro area",345000,5053,6822,15149,25,99.2,7.2,2.41,4.49,77.5,33.36,Seller
13-Oct,"Washington, DC metro area",341000,5108,6228,14904,27,99.1,7.2,2.28,4.19,73.2,34.27,Seller
13-Nov,"Washington, DC metro area",345000,4214,4591,13705,31,99,6.9,2.41,4.26,75.1,30.75,Seller
13-Dec,"Washington, DC metro area",353000,5015,3265,12326,38,98.7,6.7,2.56,4.46,82.5,40.69,Seller
14-Jan,"Washington, DC metro area",330000,3319,5100,11937,47,98.4,6.6,2.46,4.43,81.2,27.8,Seller
14-Feb,"Washington, DC metro area",337000,3579,5739,12307,46,98.7,6.7,2.38,4.3,81.6,29.08,Seller
14-Mar,"Washington, DC metro area",345000,4417,7780,13243,31,98.9,6.7,2.32,4.34,80,33.35,Seller
14-Apr,"Washington, DC metro area",365000,5249,9437,14741,23,99.1,6.2,2.29,4.34,84.1,35.61,Seller
14-May,"Washington, DC metro area",375000,6043,9767,15922,19,99.1,6.3,2.17,4.19,81.9,37.95,Seller
14-Jun,"Washington, DC metro area",388000,6598,8265,17412,19,99,6.1,2.15,4.16,82.5,37.89,Seller
14-Jul,"Washington, DC metro area",375000,6211,7717,18780,23,99,6.2,2.04,4.13,81.8,33.07,Seller
14-Aug,"Washington, DC metro area",367000,5717,6698,18760,30,98.7,6.1,1.95,4.12,82.5,30.47,Seller
14-Sep,"Washington, DC metro area",350000,4979,6973,18967,37,98.6,5.9,1.97,4.16,84.6,26.25,Seller
14-Oct,"Washington, DC metro area",355000,5118,6407,18172,40,98.5,5.7,1.86,4.04,86.9,28.16,Seller
14-Nov,"Washington, DC metro area",355000,4114,4281,15987,42,98.4,5.8,1.8,4,88.8,25.73,Seller
14-Dec,"Washington, DC metro area",370000,5257,3518,14082,52,98.4,5.6,1.57,3.86,93.6,37.33,Seller
15-Jan,"Washington, DC metro area",340000,3552,5317,13624,61,97.9,5.7,1.33,3.67,98.1,26.07,Seller
15-Feb,"Washington, DC metro area",353000,3706,6212,13963,61,98.3,5.5,1.36,3.71,95.4,26.54,Seller
15-Mar,"Washington, DC metro area",357000,5083,8977,15478,43,98.7,5.4,1.4,3.77,93,32.84,Seller
15-Apr,"Washington, DC metro area",369000,5793,10884,18131,27,99,5.4,1.4,3.67,95.9,31.95,Seller
15-May,"Washington, DC metro area",385000,6356,9976,19568,20,99,5.6,1.59,3.84,90.7,32.48,Seller
15-Jun,"Washington, DC metro area",390000,7611,8535,19926,24,99,5.3,1.68,3.98,96.1,38.2,Seller
15-Jul,"Washington, DC metro area",375000,7099,8116,20051,29,98.8,5.2,1.66,4.05,93.1,35.4,Seller
15-Aug,"Washington, DC metro area",367000,6147,6977,19576,37,98.7,5.1,1.47,3.91,91.9,31.4,Seller
15-Sep,"Washington, DC metro area",350000,5650,7243,19605,40,98.6,5,1.46,3.89,87.2,28.82,Seller
15-Oct,"Washington, DC metro area",354000,5231,6715,18720,42,98.5,5,1.43,3.8,90,27.94,Seller
15-Nov,"Washington, DC metro area",360000,4444,4541,16441,44,98.5,5.1,1.38,3.94,91.3,27.03,Seller
15-Dec,"Washington, DC metro area",350000,5720,3691,14185,51,98.5,5,1.26,3.96,92.6,40.32,Seller
16-Jan,"Washington, DC metro area",345000,3782,4754,13436,61,98.2,4.8,1.19,3.87,92,28.15,Seller
16-Feb,"Washington, DC metro area",342000,4054,6446,13547,64,98.4,4.9,1.05,3.66,91.7,29.93,Seller
