"Region","Median.Sale.Price","Median.Sale.Price.MoM","Median.Sale.Price.YoY","Homes.Sold","Homes.Sold.MoM","Homes.Sold.YoY","New.Listings","New.Listings.MoM","New.Listings.YoY","Inventory","Inventory.MoM","Inventory.YoY","Days.on.Market","Days.on.Market.MoM","Days.on.Market.YoY","Average.Sale.To.List","Average.Sale.To.List.MoM","Average.Sale.To.List.YoY","DATE","CSUSHPISA","MEDSQUFEEUS","MEDSQUFEE14460","MEDSQUFEE16980","MEDSQUFEE6037","MEDSQUFEE42101","MEDSQUFEE42660","MEDSQUFEE47900","UNRATE.y","T10Y2Y.y","MORTGAGE30US.y","UMCSENT.y","Sold.Inventory.Ratio","Market.Type"
"Seattle, WA metro area","$309K","6.60%","18.90%",2443,"6.90%","6.90%","3,708","13.70%","6.40%",6021,"1.60%","-38.30%",39,-1,-36,"99.50%","0.40%","1.90%","02/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.7,1.71684210526316,3.5325,77.6,40.5746553728616,"Seller"
"Seattle, WA metro area","$323K","4.50%","18.50%",3363,"37.70%","13.60%","4,432","19.50%","7.00%",5923,"-1.60%","-36.60%",23,-16,-46,"100.00%","0.50%","2.00%","03/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.5,1.7015,3.565,78.6,56.7786594631099,"Seller"
"Seattle, WA metro area","$329K","1.90%","13.40%",3800,"13.00%","20.60%","4,883","10.20%","13.80%",6338,"7.00%","-31.50%",15,-8,-32,"100.50%","0.50%","2.10%","04/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.6,1.52681818181818,3.445,76.4,59.9558220258757,"Seller"
"Seattle, WA metro area","$349K","6.10%","16.90%",4320,"13.70%","21.10%","5,643","15.60%","25.80%",7288,"15.00%","-21.00%",11,-4,-24,"100.90%","0.30%","1.90%","05/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.5,1.67772727272727,3.536,84.5,59.2755214050494,"Seller"
"Seattle, WA metro area","$350K","0.30%","12.90%",4149,"-4.00%","11.20%","5,320","-5.70%","26.30%",8002,"9.80%","-12.40%",12,1,-19,"100.90%","0.00%","1.80%","06/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.5,1.9665,4.07,84.1,51.8495376155961,"Seller"
"Seattle, WA metro area","$363K","3.70%","17.10%",4505,"8.60%","25.20%","5,238","-1.50%","33.70%",8728,"9.10%","-2.70%",12,0,-16,"100.80%","0.00%","1.60%","07/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.3,2.24136363636364,4.37,85.1,51.615490375802,"Seller"
"Seattle, WA metro area","$355K","-2.20%","13.80%",4354,"-3.40%","15.30%","4,880","-6.80%","22.80%",9229,"5.70%","3.10%",14,2,-16,"100.30%","-0.50%","1.30%","08/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.2,2.38090909090909,4.456,82.1,47.1773756636689,"Seller"
"Seattle, WA metro area","$355K","-0.10%","13.30%",3681,"-15.50%","18.90%","4,246","-13.00%","15.40%",9256,"0.30%","5.70%",17,3,-11,"100.10%","-0.30%","0.90%","09/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.2,2.4055,4.49,77.5,39.7687986171132,"Seller"
"Seattle, WA metro area","$350K","-1.30%","13.10%",3808,"3.50%","13.30%","3,784","-10.90%","16.70%",8670,"-6.30%","11.70%",21,4,-11,"99.70%","-0.40%","0.40%","10/01/13",NA,NA,NA,NA,NA,NA,NA,NA,7.2,2.28045454545455,4.192,73.2,43.921568627451,"Seller"
"Seattle, WA metro area","$344K","-1.70%","7.50%",3000,"-21.20%","-4.20%","2,562","-32.30%","2.90%",7632,"-12.00%","11.10%",26,5,-5,"99.40%","-0.30%","0.50%","11/01/13",NA,NA,NA,NA,NA,NA,NA,NA,6.9,2.41473684210526,4.255,75.1,39.3081761006289,"Seller"
"Seattle, WA metro area","$350K","1.70%","12.90%",3133,"4.40%","1.10%","1,793","-30.00%","0.20%",6695,"-12.30%","9.70%",34,8,-3,"99.20%","-0.30%","0.20%","12/01/13",NA,NA,NA,NA,NA,NA,NA,NA,6.7,2.56190476190476,4.4575,82.5,46.7961165048544,"Seller"
"Seattle, WA metro area","$330K","-5.70%","13.80%",2192,"-30.00%","-4.10%","3,191","78.00%","-2.20%",6519,"-2.60%","10.00%",44,10,4,"99.00%","-0.10%","-0.20%","01/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.6,2.46428571428571,4.432,81.2,33.6247890780795,"Seller"
"Seattle, WA metro area","$349K","5.80%","12.90%",2467,"12.50%","1.00%","3,437","7.70%","-7.30%",6526,"0.10%","8.40%",39,-5,0,"99.60%","0.60%","0.10%","02/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.7,2.38263157894737,4.3025,81.6,37.8026356114006,"Seller"
"Seattle, WA metro area","$343K","-1.80%","6.10%",3259,"32.10%","-3.10%","4,381","27.50%","-1.20%",6519,"-0.10%","10.10%",22,-17,-1,"99.90%","0.30%","-0.10%","03/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.7,2.32428571428571,4.3425,80,49.9923301119804,"Seller"
"Seattle, WA metro area","$355K","3.60%","7.90%",3744,"14.90%","-1.50%","5,022","14.60%","2.80%",6775,"3.90%","6.90%",15,-7,0,"100.40%","0.50%","-0.10%","04/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.2,2.28809523809524,4.3375,84.1,55.2619926199262,"Seller"
"Seattle, WA metro area","$365K","2.80%","4.60%",3999,"6.80%","-7.40%","5,965","18.80%","5.70%",7347,"8.40%","0.80%",13,-2,2,"100.40%","-0.10%","-0.50%","05/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.3,2.17,4.192,81.9,54.4303797468354,"Seller"
"Seattle, WA metro area","$385K","5.50%","10.00%",4388,"9.70%","5.80%","5,325","-10.70%","0.10%",8132,"10.70%","1.60%",12,-1,0,"100.40%","0.00%","-0.50%","06/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.1,2.14619047619048,4.1625,82.5,53.9596655189375,"Seller"
"Seattle, WA metro area","$379K","-1.60%","4.40%",4401,"0.30%","-2.30%","5,307","-0.30%","1.30%",9307,"14.40%","6.60%",13,1,1,"100.00%","-0.30%","-0.80%","07/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.2,2.03590909090909,4.13,81.8,47.2869882883851,"Seller"
"Seattle, WA metro area","$371K","-2.20%","4.40%",4101,"-6.80%","-5.80%","4,560","-14.10%","-6.60%",9328,"0.20%","1.10%",17,4,3,"99.70%","-0.30%","-0.60%","08/01/14",NA,NA,NA,NA,NA,NA,NA,NA,6.1,1.94761904761905,4.115,82.5,43.9644082332762,"Seller"
"Seattle, WA metro area","$380K","2.60%","7.20%",3794,"-7.50%","3.10%","4,246","-6.90%","0.00%",9120,"-2.20%","-1.50%",21,4,4,"99.40%","-0.30%","-0.60%","09/01/14",NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.96761904761905,4.1625,84.6,41.6008771929825,"Seller"
"Seattle, WA metro area","$369K","-2.90%","5.40%",4007,"5.60%","5.20%","3,824","-9.90%","1.10%",8398,"-7.90%","-3.10%",27,6,6,"99.30%","-0.20%","-0.40%","10/01/14",NA,NA,NA,NA,NA,NA,NA,NA,5.7,1.85863636363636,4.036,86.9,47.7137413669921,"Seller"
"Seattle, WA metro area","$375K","1.60%","9.00%",3102,"-22.60%","3.40%","2,406","-37.10%","-6.10%",7161,"-14.70%","-6.20%",31,4,5,"99.00%","-0.30%","-0.40%","11/01/14",NA,NA,NA,NA,NA,NA,NA,NA,5.8,1.79833333333333,3.9975,88.8,43.3179723502304,"Seller"
"Seattle, WA metro area","$367K","-2.30%","4.70%",3427,"10.50%","9.40%","1,797","-25.30%","0.20%",6009,"-16.10%","-10.20%",37,6,3,"99.20%","0.20%","0.00%","12/01/14",NA,NA,NA,NA,NA,NA,NA,NA,5.6,1.57181818181818,3.864,93.6,57.0311199866866,"Seller"
"Seattle, WA metro area","$361K","-1.40%","9.50%",2287,"-33.30%","4.30%","3,228","79.60%","1.20%",5755,"-4.20%","-11.70%",42,5,-2,"99.10%","0.00%","0.10%","01/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5.7,1.33,3.67,98.1,39.7393570807993,"Seller"
"Seattle, WA metro area","$358K","-0.80%","2.70%",2619,"14.50%","6.20%","3,927","21.70%","14.30%",5796,"0.70%","-11.20%",39,-3,0,"99.70%","0.60%","0.10%","02/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5.5,1.35631578947368,3.71,95.4,45.1863354037267,"Seller"
"Seattle, WA metro area","$385K","7.40%","12.40%",3848,"46.90%","18.10%","5,130","30.60%","17.10%",5835,"0.70%","-10.50%",16,-23,-6,"100.50%","0.80%","0.60%","03/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5.4,1.40227272727273,3.77,93,65.9468723221937,"Seller"
"Seattle, WA metro area","$400K","3.90%","12.70%",4396,"14.20%","17.40%","5,726","11.60%","14.00%",6201,"6.30%","-8.50%",10,-6,-5,"101.00%","0.50%","0.60%","04/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5.4,1.395,3.672,95.9,70.8917916465086,"Seller"
"Seattle, WA metro area","$398K","-0.50%","9.00%",4616,"5.00%","15.40%","5,838","2.00%","-2.10%",6677,"7.70%","-9.10%",9,-1,-4,"101.30%","0.30%","1.00%","05/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5.6,1.5885,3.84,90.7,69.1328440916579,"Seller"
"Seattle, WA metro area","$415K","4.30%","7.80%",5190,"12.40%","18.30%","5,679","-2.70%","6.60%",6927,"3.70%","-14.80%",10,1,-2,"101.40%","0.00%","1.00%","06/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5.3,1.675,3.9825,96.1,74.9242096145518,"Seller"
"Seattle, WA metro area","$410K","-1.20%","8.20%",5211,"0.40%","18.40%","5,334","-6.10%","0.50%",7110,"2.60%","-23.60%",11,1,-2,"101.20%","-0.20%","1.10%","07/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5.2,1.65681818181818,4.046,93.1,73.2911392405063,"Seller"
"Seattle, WA metro area","$413K","0.60%","11.30%",4705,"-9.70%","14.70%","4,813","-9.80%","5.50%",7128,"0.30%","-23.60%",14,3,-3,"100.80%","-0.40%","1.00%","08/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.46952380952381,3.905,91.9,66.0072951739619,"Seller"
"Seattle, WA metro area","$400K","-3.00%","5.30%",4380,"-6.90%","15.40%","4,362","-9.40%","2.70%",6831,"-4.20%","-25.10%",13,-1,-8,"100.50%","-0.20%","1.10%","09/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5,1.45952380952381,3.89,87.2,64.1194554238032,"Seller"
"Seattle, WA metro area","$405K","1.30%","9.80%",4080,"-6.80%","1.80%","3,871","-11.30%","1.20%",6163,"-9.80%","-26.60%",15,2,-12,"100.40%","-0.10%","1.10%","10/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5,1.4252380952381,3.796,90,66.2015252312186,"Seller"
"Seattle, WA metro area","$405K","0.00%","8.00%",3163,"-22.50%","2.00%","2,425","-37.40%","0.80%",4837,"-21.50%","-32.50%",17,2,-14,"100.30%","-0.10%","1.30%","11/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.37842105263158,3.9425,91.3,65.391771759355,"Seller"
"Seattle, WA metro area","$400K","-1.20%","9.10%",3852,"21.80%","12.40%","1,865","-23.10%","3.80%",3899,"-19.40%","-35.10%",23,6,-14,"100.00%","-0.30%","0.80%","12/01/15",NA,NA,NA,NA,NA,NA,NA,NA,5,1.26,3.964,92.6,98.7945627083868,"Seller"
"Seattle, WA metro area","$409K","2.30%","13.20%",2358,"-38.80%","3.10%","3,242","73.80%","0.40%",3936,"0.90%","-31.60%",23,0,-19,"100.20%","0.10%","1.00%","01/01/16",NA,NA,NA,NA,NA,NA,NA,NA,4.8,1.18578947368421,3.8725,92,59.9085365853659,"Seller"
"Seattle, WA metro area","$405K","-1.00%","13.00%",2782,"18.00%","6.20%","3,902","20.40%","-0.60%",3962,"0.70%","-31.60%",13,-10,-26,"101.20%","1.10%","1.50%","02/01/16",NA,NA,NA,NA,NA,NA,NA,NA,4.9,1.046,3.66,91.7,70.2170620898536,"Seller"
"Seattle, WA metro area","$423K","4.50%","9.90%",3994,"43.60%","3.80%","5,327","36.50%","3.80%",4284,"8.10%","-26.60%",8,-5,-8,"102.20%","1.00%","1.70%","03/01/16",NA,NA,NA,NA,NA,NA,NA,NA,5,1.01409090909091,3.694,91,93.2306255835668,"Seller"
"Seattle, WA metro area","$430K","1.70%","7.50%",4213,"5.50%","-4.20%","5,946","11.60%","3.80%",4995,"16.60%","-19.40%",8,0,-2,"102.70%","0.50%","1.70%","04/01/16",NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.03714285714286,3.605,89,84.3443443443443,"Seller"
"Seattle, WA metro area","$440K","2.30%","10.60%",4839,"14.90%","4.80%","6,055","1.80%","3.70%",5181,"3.70%","-22.40%",7,-1,-2,"103.10%","0.30%","1.70%","05/01/16",NA,NA,NA,NA,NA,NA,NA,NA,4.8,0.99,3.6,94.7,93.3989577301679,"Seller"
"Seattle, WA metro area","$463K","5.10%","11.40%",5596,"15.60%","7.80%","6,417","6.00%","13.00%",5993,"15.70%","-13.50%",8,1,-2,"102.60%","-0.40%","1.20%","06/01/16",NA,NA,NA,NA,NA,NA,NA,NA,4.9,0.912727272727273,3.568,93.5,93.3756048723511,"Seller"
"Seattle, WA metro area","$450K","-2.70%","9.80%",5188,"-7.30%","-0.40%","5,923","-7.70%","11.00%",6574,"9.70%","-7.50%",8,0,-3,"102.00%","-0.60%","0.90%","07/01/16","180.847","1927","2103","1963","1800","1251","2130","2172",4.8,0.8315,3.44,90,78.9169455430484,"Seller"
"Seattle, WA metro area","$450K","0.00%","9.10%",5353,"3.20%","13.80%","5,445","-8.10%","13.10%",6547,"-0.40%","-8.20%",10,2,-4,"101.40%","-0.60%","0.70%","08/01/16","181.836","1921","2100","1945","1787","1250","2106","2158",4.9,0.819130434782609,3.435,89.8,81.7626393768138,"Seller"
"Seattle, WA metro area","$450K","0.00%","12.50%",4862,"-9.20%","11.00%","5,268","-3.30%","20.80%",6810,"4.00%","-0.30%",11,1,-2,"100.90%","-0.50%","0.40%","09/01/16","182.81","1920","2086","1920","1774","1248","2107","2123",5,0.859523809523809,3.46,91.2,71.3950073421439,"Seller"
"Seattle, WA metro area","$442K","-1.80%","9.10%",4515,"-7.10%","10.70%","3,608","-31.50%","-6.80%",5633,"-17.30%","-8.60%",13,2,-2,"100.90%","-0.10%","0.50%","10/01/16","183.738","1913","2056","1911","1778","1250","2090","2110",4.9,0.9215,3.47,87.2,80.1526717557252,"Seller"
"Seattle, WA metro area","$455K","2.90%","12.30%",4156,"-8.00%","31.40%","2,711","-24.90%","11.80%",4447,"-21.10%","-8.10%",15,2,-2,"100.50%","-0.30%","0.20%","11/01/16","184.748","1903","2045","1900","1775","1244","2110","2100",4.7,1.1625,3.77,93.8,93.4562626489768,"Seller"
"Seattle, WA metro area","$460K","1.10%","15.00%",3885,"-6.50%","0.90%","1,842","-32.10%","-1.20%",3266,"-26.60%","-16.20%",19,4,-4,"100.60%","0.00%","0.50%","12/01/16","185.71","1891","2017","1871","1772","1238","2110","2083",4.7,1.2952380952381,4.198,98.2,118.952847519902,"Seller"
"Seattle, WA metro area","$445K","-3.30%","8.80%",2908,"-25.10%","23.30%","3,090","67.80%","-4.70%",3010,"-7.80%","-23.50%",25,6,2,"100.60%","0.10%","0.50%","01/01/17","186.792","1885","2012","1880","1757","1242","2110","2094",4.7,1.226,4.15,98.5,96.6112956810631,"Seller"
"Seattle, WA metro area","$460K","3.40%","13.60%",2865,"-1.50%","3.00%","3,384","9.50%","-13.30%",2822,"-6.20%","-28.80%",12,-13,-1,"102.10%","1.40%","0.90%","02/01/17","187.31","1897","2056","1922","1762","1253","2151","2130",4.6,1.21789473684211,4.1675,96.3,101.523742026931,"Seller"
"Seattle, WA metro area","$485K","5.40%","14.60%",4066,"41.90%","1.80%","5,136","51.80%","-3.60%",3257,"15.40%","-24.00%",8,-4,0,"103.30%","1.20%","1.10%","03/01/17","187.988","1918","2099","1990","1777","1260","2144","2191",4.4,1.16869565217391,4.196,96.9,124.838808719681,"Seller"
"Seattle, WA metro area","$500K","3.10%","16.30%",3852,"-5.30%","-8.60%","5,031","-2.00%","-15.40%",3526,"8.30%","-29.40%",7,-1,-1,"104.30%","1.10%","1.60%","04/01/17","188.719","1947","2100","2000","1780","1260","2150","2228",4.4,1.05631578947368,4.045,97,109.245604083948,"Seller"
"Seattle, WA metro area","$510K","2.00%","15.90%",5086,"32.00%","5.10%","6,351","26.20%","4.90%",4127,"17.00%","-20.30%",7,0,0,"104.70%","0.30%","1.60%","05/01/17","189.607","1967","2100","2013","1827","1260","2168","2249",4.4,1.00181818181818,4.01,97.1,123.237218318391,"Seller"
"Seattle, WA metro area","$525K","2.90%","13.40%",5576,"9.60%","-0.40%","6,547","3.10%","2.00%",4910,"19.00%","-18.10%",7,0,-1,"104.40%","-0.30%","1.80%","06/01/17","190.516","1977","2101","2013","1819","1257","2175","2250",4.3,0.844545454545454,3.904,95,113.564154786151,"Seller"
"Seattle, WA metro area","$530K","1.00%","17.80%",4976,"-10.80%","-4.10%","5,714","-12.70%","-3.50%",5412,"10.20%","-17.70%",8,1,0,"103.40%","-0.90%","1.40%","07/01/17","191.462","1975","2074","2000","1822","1260","2158","2228",4.3,0.9455,3.9675,93.4,91.9438285291944,"Seller"
"Seattle, WA metro area","$520K","-1.90%","15.60%",5431,"9.10%","1.50%","5,464","-4.40%","0.30%",5371,"-0.80%","-18.00%",8,0,-2,"102.50%","-0.90%","1.10%","08/01/17","192.646","1967","2064","1985","1810","1257","2132","2192",4.4,0.873913043478261,3.88,96.8,101.117110407745,"Seller"
"Seattle, WA metro area","$510K","-1.90%","13.30%",4764,"-12.30%","-2.00%","5,023","-8.10%","-4.70%",5635,"4.90%","-17.30%",10,2,-1,"101.80%","-0.70%","0.90%","09/01/17","193.741","1960","2032","1965","1800","1258","2140","2177",4.3,0.8175,3.805,95.1,84.5430346051464,"Seller"
"Seattle, WA metro area","$512K","0.40%","15.80%",4642,"-2.60%","2.80%","4,077","-18.80%","13.00%",4697,"-16.60%","-16.60%",10,0,-3,"101.60%","-0.20%","0.70%","10/01/17","194.788","1951","2036","1946","1801","1266","2114","2163",4.2,0.81047619047619,3.895,100.7,98.8290398126464,"Seller"
"Seattle, WA metro area","$525K","2.50%","15.40%",4151,"-10.60%","-0.10%","2,850","-30.10%","5.10%",3486,"-25.80%","-21.60%",12,2,-3,"101.20%","-0.40%","0.70%","11/01/17","195.941","1940","2020","1924","1807","1276","2133","2226",4.2,0.656666666666667,3.922,98.5,119.076305220884,"Seller"
"Seattle, WA metro area","$530K","0.90%","15.20%",3900,"-6.00%","0.40%","1,666","-41.50%","-9.60%",2394,"-31.30%","-26.70%",15,3,-4,"101.00%","-0.20%","0.40%","12/01/17","197.161","1917","2012","1895","1820","1252","2148","2040",4.1,0.5585,3.95,95.9,162.907268170426,"Seller"
"Seattle, WA metro area","$513K","-3.20%","15.30%",2530,"-35.10%","-13.00%","3,162","89.80%","2.30%",2371,"-1.00%","-21.20%",16,1,-9,"101.30%","0.30%","0.70%","01/01/18","198.301","1908","2007","1893","1806","1257","2184","2054",4,0.551904761904762,4.0325,95.7,106.70603121046,"Seller"
"Seattle, WA metro area","$530K","3.30%","15.20%",2893,"14.30%","1.00%","3,532","11.70%","4.40%",2483,"4.70%","-12.00%",8,-8,-4,"103.50%","2.20%","1.40%","02/01/18","199.228","1917","2025","1951","1814","1252","2179","2090",4.1,0.683684210526316,4.33,99.7,116.51228352799,"Seller"
"Seattle, WA metro area","$560K","5.70%","15.50%",3824,"32.20%","-6.00%","5,257","48.80%","2.40%",3050,"22.80%","-6.40%",7,-1,-1,"103.90%","0.40%","0.60%","03/01/18","199.966","1940","2061","2000","1824","1235","2172","2116",4,0.566666666666667,4.444,101.4,125.377049180328,"Seller"
"Seattle, WA metro area","$580K","3.60%","16.00%",4232,"10.70%","9.90%","5,449","3.70%","8.30%",3826,"25.40%","8.50%",7,0,0,"104.50%","0.60%","0.20%","04/01/18","200.661","1964","2042","2015","1845","1238","2153","2129",4,0.484761904761905,4.4675,98.8,110.6116048092,"Seller"
"Seattle, WA metro area","$585K","0.90%","14.70%",4865,"15.00%","-4.30%","6,996","28.40%","10.20%",5226,"36.60%","26.60%",7,0,0,"104.10%","-0.50%","-0.60%","05/01/18","201.424","1980","2056","2021","1855","1248","2180","2140",3.8,0.465909090909091,4.586,98,93.0922311519327,"Seller"
"Seattle, WA metro area","$583K","-0.40%","11.10%",5099,"4.80%","-8.60%","6,401","-8.50%","-2.20%",6459,"23.60%","31.50%",7,0,0,"102.70%","-1.40%","-1.70%","06/01/18","202.239","1990","2045","2016","1858","1262","2180","2256",4,0.379047619047619,4.57,98.2,78.9441089952005,"Seller"
"Seattle, WA metro area","$575K","-1.30%","8.50%",4789,"-6.10%","-3.80%","5,585","-12.70%","-2.30%",7285,"12.80%","34.60%",9,2,1,"101.30%","-1.40%","-2.10%","07/01/18","202.91","1984","2034","2000","1845","1260","2136","2212",3.8,0.282380952380952,4.5275,97.9,65.7378174330817,"Seller"
"Seattle, WA metro area","$550K","-4.30%","5.80%",4526,"-5.50%","-16.70%","5,317","-4.80%","-2.70%",8149,"11.90%","51.70%",12,3,4,"100.30%","-1.00%","-2.20%","08/01/18","203.656","1970","2012","1980","1804","1260","2104","2172",3.8,0.253478260869565,4.55,96.2,55.5405571235734,"Seller"
"Seattle, WA metro area","$545K","-0.90%","6.90%",3522,"-22.20%","-26.10%","5,094","-4.20%","1.40%",9001,"10.50%","59.70%",17,5,7,"99.60%","-0.70%","-2.20%","09/01/18","204.313","1954","1989","1966","1778","1272","2041","2137",3.7,0.236315789473684,4.6275,100.1,39.1289856682591,"Seller"
"Seattle, WA metro area","$550K","0.90%","7.40%",3829,"8.70%","-17.50%","3,976","-21.90%","-2.50%",8355,"-7.20%","77.90%",21,4,11,"99.20%","-0.40%","-2.40%","10/01/18","205.079","1944","1967","1934","1767","1267","2036","2111",3.8,0.291363636363636,4.83,98.6,45.8288450029922,"Seller"
"Seattle, WA metro area","$550K","0.00%","4.80%",3385,"-11.60%","-18.50%","2,664","-33.00%","-6.50%",7055,"-15.60%","102.40%",28,7,16,"98.80%","-0.30%","-2.40%","11/01/18","205.652","1930","1947","1901","1748","1260","2018","2114",3.8,0.258,4.866,97.5,47.9801559177888,"Seller"
"Seattle, WA metro area","$539K","-2.10%","1.60%",3128,"-7.60%","-19.80%","1,328","-50.20%","-20.30%",5371,"-23.90%","124.40%",40,12,25,"98.60%","-0.30%","-2.50%","12/01/18","206.142","1911","1937","1865","1728","1256","2040","2133",3.9,0.156315789473684,4.6375,98.3,58.2386892571216,"Seller"
"Seattle, WA metro area","$520K","-3.40%","1.40%",2326,"-25.60%","-8.10%","3,224","142.80%","2.00%",5134,"-4.40%","116.50%",48,8,32,"98.40%","-0.20%","-2.90%","01/01/19","206.535","1901","1907","1863","1707","1249","2085","2155",4,0.17047619047619,4.464,91.2,45.3058044409817,"Seller"
"Seattle, WA metro area","$545K","4.80%","2.80%",2846,"22.40%","-1.60%","3,051","-5.40%","-13.60%",5130,"-0.10%","106.60%",39,-9,31,"99.10%","0.70%","-4.40%","02/01/19","206.86","1908","1925","1903","1722","1257","2141","2195",3.8,0.172105263157895,4.37,93.8,55.4775828460039,"Seller"
"Seattle, WA metro area","$560K","2.80%","0.00%",3321,"16.70%","-13.20%","5,342","75.10%","1.60%",5703,"11.20%","87.00%",19,-20,12,"99.80%","0.60%","-4.20%","03/01/19","207.08","1937","1973","1962","1754","1268","2137","2261",3.8,0.161428571428571,4.265,98.4,58.2325092056812,"Seller"
"Seattle, WA metro area","$570K","1.80%","-1.70%",4180,"25.90%","-1.20%","5,674","6.20%","4.10%",6182,"8.40%","61.60%",10,-9,3,"100.40%","0.60%","-4.10%","04/01/19","207.533","1968","2025","2000","1783","1279","2160","2314",3.7,0.187619047619048,4.1425,97.2,67.6156583629893,"Seller"
"Seattle, WA metro area","$590K","3.50%","0.90%",4893,"17.10%","0.60%","7,033","24.00%","0.50%",7732,"25.10%","48.00%",9,-1,2,"100.40%","0.00%","-3.70%","05/01/19","208.15","1986","2045","2000","1811","1280","2117","2329",3.6,0.188636363636364,4.072,100,63.2824624935334,"Seller"
"Seattle, WA metro area","$580K","-1.70%","-0.50%",4797,"-2.00%","-5.90%","5,542","-21.20%","-13.40%",7950,"2.80%","23.10%",11,2,4,"100.30%","-0.10%","-2.40%","06/01/19","208.644","1996","2054","2000","1834","1280","2110","2340",3.6,0.26,3.8025,98.2,60.3396226415094,"Seller"
"Seattle, WA metro area","$560K","-3.40%","-2.60%",4800,"0.10%","0.20%","4,881","-11.90%","-12.60%",7709,"-3.00%","5.80%",14,3,5,"99.90%","-0.40%","-1.40%","07/01/19","209.249","1989","2037","2000","1850","1280","2110","2307",3.7,0.224090909090909,3.765,98.4,62.2648851991179,"Seller"
"Seattle, WA metro area","$560K","0.00%","1.80%",4600,"-4.20%","1.60%","4,440","-9.00%","-16.50%",7428,"-3.60%","-8.80%",18,4,6,"99.60%","-0.30%","-0.70%","08/01/19","210.023","1979","2020","1971","1837","1282","2084","2290",3.6,0.055,3.616,89.8,61.9278406031233,"Seller"
"Seattle, WA metro area","$540K","-3.60%","-0.90%",3836,"-16.60%","8.90%","4,477","0.80%","-12.10%",7368,"-0.80%","-18.10%",21,3,4,"99.50%","-0.10%","-0.10%","09/01/19","210.836","1966","1998","1939","1824","1285","2059","2268",3.5,0.0515,3.605,93.2,52.0629750271444,"Seller"
"Seattle, WA metro area","$560K","3.70%","1.80%",4101,"6.90%","7.10%","3,777","-15.60%","-5.00%",6450,"-12.50%","-22.80%",19,-2,-2,"99.50%","0.00%","0.30%","10/01/19","211.729","1956","1983","1917","1810","1288","2045","2248",3.6,0.155454545454545,3.688,95.5,63.5813953488372,"Seller"
"Seattle, WA metro area","$555K","-0.90%","0.90%",3584,"-12.60%","5.90%","2,351","-37.80%","-11.70%",4792,"-25.70%","-32.10%",24,5,-4,"99.40%","-0.10%","0.50%","11/01/19","212.771","1941","1981","1900","1808","1280","2020","2220",3.6,0.199473684210526,3.695,96.8,74.7913188647746,"Seller"
"Seattle, WA metro area","$570K","2.70%","5.80%",3732,"4.10%","19.30%","1,598","-32.00%","20.30%",3421,"-28.60%","-36.30%",32,8,-8,"99.30%","-0.10%","0.70%","12/01/19","213.938","1920","1932","1869","1804","1260","2044","2200",3.6,0.24952380952381,3.72,99.3,109.090909090909,"Seller"
"Seattle, WA metro area","$550K","-3.50%","5.80%",2495,"-33.10%","7.30%","3,201","100.30%","-0.70%",3216,"-6.00%","-37.40%",38,6,-10,"99.40%","0.10%","1.00%","01/01/20","215.031","1911","1909","1861","1805","1260","2052","2180",3.6,0.238571428571429,3.624,99.8,77.5808457711443,"Seller"
"Seattle, WA metro area","$575K","4.50%","5.50%",2989,"19.80%","5.00%","4,009","25.20%","31.40%",3357,"4.40%","-34.60%",16,-22,-23,"100.60%","1.20%","1.50%","02/01/20","215.897","1920","1959","1915","1839","1260","2065","2210",3.5,0.173157894736842,3.465,101,89.0378313970807,"Seller"
"Seattle, WA metro area","$594K","3.30%","6.10%",3798,"27.10%","14.40%","5,171","29.00%","-3.20%",4396,"31.00%","-22.90%",7,-9,-12,"101.80%","1.10%","2.00%","03/01/20","216.457","1940","2000","1955","1853","1260","2089","2248",4.4,0.421818181818182,3.45,89.1,86.3967242948135,"Seller"
